,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
140,140,351,356,68,0.5277262743326807,0.0035046658093476108,0.5493107345144568,0.0024503221692878693,2289.2018333333317,49.99550781198635,0.08
141,141,352,357,69,0.528842750171074,0.0035046658093476108,0.5377756439146022,0.0024503221692878693,2364.1593333333317,49.99550781198635,0.08
142,142,353,358,70,0.5304319432917102,0.0035046658093476108,0.5410807664695612,0.0024503221692878693,2663.989333333332,49.99550781198635,0.08
143,143,354,359,71,0.5236024535269221,0.0035046658093476108,0.5481919661561248,0.0024503221692878693,2963.819333333332,49.99550781198635,0.08
144,144,355,360,72,0.5276648799304641,0.0035046658093476108,0.5424423120910777,0.0024503221692878693,3263.649333333332,49.99550781198635,0.08
145,145,356,361,73,0.5303760410404906,0.0035046658093476108,0.5461156770247103,0.0024503221692878693,3563.479333333332,49.99550781198635,0.08
146,146,211,215,1,0.5210818511494653,0.002482316495865972,0.5430076197048465,0.0025863200817924136,-3332.6113333333333,99.99943068598628,0.08
147,147,212,216,2,0.5269229509034649,0.002482316495865972,0.5399630037428697,0.0025863200817924136,-3032.7813333333334,99.99943068598628,0.08
148,148,213,217,3,0.5198211156647318,0.002482316495865972,0.5370998309252301,0.0025863200817924136,-2732.951333333333,99.99943068598628,0.08
149,149,214,218,4,0.522661849760225,0.002482316495865972,0.5442886083038664,0.0025863200817924136,-2433.121333333333,99.99943068598628,0.08
150,150,215,219,5,0.5247177942011018,0.002482316495865972,0.5408693122488335,0.0025863200817924136,-2358.163833333333,99.99943068598628,0.08
151,151,216,220,6,0.5274177694306867,0.002482316495865972,0.5451314117093123,0.0025863200817924136,-2283.206333333333,99.99943068598628,0.08
152,152,217,221,7,0.5287437729929083,0.002482316495865972,0.5443629999930446,0.0025863200817924136,-2208.248833333333,99.99943068598628,0.08
153,153,218,222,8,0.5240910633847397,0.002482316495865972,0.5446732677698611,0.0025863200817924136,-2133.2913333333336,99.99943068598628,0.08
154,154,219,223,9,0.5213798824912484,0.002482316495865972,0.5504522319169982,0.0025863200817924136,-2058.333833333333,99.99943068598628,0.08
155,155,220,224,10,0.5264731516224622,0.002482316495865972,0.5440354951175161,0.0025863200817924136,-1983.376333333333,99.99943068598628,0.08
156,156,221,225,11,0.5217030774291718,0.002482316495865972,0.5423008986576534,0.0025863200817924136,-1908.4188333333327,99.99943068598628,0.08
157,157,222,226,12,0.5255332519885139,0.002482316495865972,0.5365477901585843,0.0025863200817924136,-1833.4613333333327,99.99943068598628,0.08
158,158,223,227,13,0.5282542624117472,0.002482316495865972,0.5353248633657521,0.0025863200817924136,-1758.5038333333332,99.99943068598628,0.08
159,159,224,228,14,0.526277150799403,0.002482316495865972,0.5438844436998556,0.0025863200817924136,-1683.5463333333328,99.99943068598628,0.08
160,160,225,229,15,0.5248461678595348,0.002482316495865972,0.5427023416144993,0.0025863200817924136,-1608.5888333333332,99.99943068598628,0.08
161,161,226,230,16,0.5247276237308439,0.002482316495865972,0.5403612714446896,0.0025863200817924136,-1533.6313333333328,99.99943068598628,0.08
162,162,227,231,17,0.518927218229977,0.002482316495865972,0.5334941020393906,0.0025863200817924136,-1458.673833333333,99.99943068598628,0.08
163,163,228,232,18,0.5206815926983632,0.002482316495865972,0.5438821756605513,0.0025863200817924136,-1383.7163333333328,99.99943068598628,0.08
164,164,229,233,19,0.5220414098428979,0.002482316495865972,0.5391492312405177,0.0025863200817924136,-1308.7588333333333,99.99943068598628,0.08
165,165,230,234,20,0.5193734788802724,0.002482316495865972,0.542477805723382,0.0025863200817924136,-1233.8013333333329,99.99943068598628,0.08
166,166,231,235,21,0.5220600859494081,0.002482316495865972,0.5318910518591723,0.0025863200817924136,-1158.8438333333334,99.99943068598628,0.08
167,167,232,236,22,0.522480593231779,0.002482316495865972,0.5390721179041744,0.0025863200817924136,-1083.886333333333,99.99943068598628,0.08
168,168,233,237,23,0.5164782891900075,0.002482316495865972,0.5380732733945987,0.0025863200817924136,-1008.9288333333334,99.99943068598628,0.08
169,169,234,238,24,0.5123154833441895,0.002482316495865972,0.5316138974561974,0.0025863200817924136,-933.971333333333,99.99943068598628,0.08
170,170,235,239,25,0.5143195278680275,0.002482316495865972,0.5387105924390827,0.0025863200817924136,-859.0138333333334,99.99943068598628,0.08
171,171,236,240,26,0.5103865364275819,0.002482316495865972,0.5265702316514864,0.0025863200817924136,-784.056333333333,99.99943068598628,0.08
172,172,237,241,27,0.5106112394774884,0.002482316495865972,0.5230824408094662,0.0025863200817924136,-709.0988333333335,99.99943068598628,0.08
173,173,238,242,28,0.4968351535438077,0.002482316495865972,0.5143659121555113,0.0025863200817924136,-634.141333333333,99.99943068598628,0.08
174,174,239,243,29,0.4914853336863227,0.002482316495865972,0.5091848031689651,0.0025863200817924136,-563.5930733473332,99.99943068598628,0.08
175,175,240,244,30,0.480192580146709,0.002482316495865972,0.4950617224216248,0.0025863200817924136,-493.0448733273332,99.99943068598628,0.08
176,176,241,245,31,0.4550970043525158,0.002482316495865972,0.48083975516062105,0.0025863200817924136,-422.4966133413336,99.99943068598628,0.08
177,177,242,246,32,0.4278776603622248,0.002482316495865972,0.4483675106696129,0.0025863200817924136,-351.9484133213328,99.99943068598628,0.08
178,178,243,247,33,0.3864652617865891,0.002482316495865972,0.4119224778117715,0.0025863200817924136,-281.40015333533296,99.99943068598628,0.08
179,179,244,248,34,0.3039355471181785,0.002482316495865972,0.3330634769768306,0.0025863200817924136,-210.85195331533302,99.99943068598628,0.08
180,180,245,249,35,0.1959390542943905,0.002482316495865972,0.2218449985650872,0.0025863200817924136,-140.3036933293333,99.99943068598628,0.08
181,181,246,250,36,0.038030371936299406,0.002482316495865972,0.047366821488069664,0.0025863200817924136,-69.75545133313335,99.99943068598628,0.08
182,182,247,251,37,0.14086573255553356,0.002482316495865972,0.11955130017621153,0.0025863200817924136,0.7927846664670142,99.99943068598628,0.08
183,183,248,252,38,0.09297777739915886,0.002482316495865972,0.0791708108784842,0.0025863200817924136,71.34102666266699,99.99943068598628,0.08
184,184,249,253,39,0.2357081914058456,0.002482316495865972,0.2298367072182014,0.0025863200817924136,141.88928664866668,99.99943068598628,0.08
185,185,250,254,40,0.3311096752716555,0.002482316495865972,0.3489206552153866,0.0025863200817924136,212.43748666866668,99.99943068598628,0.08
186,186,251,255,41,0.4044967477362593,0.002482316495865972,0.4172735990245616,0.0025863200817924136,282.98574665466634,99.99943068598628,0.08
187,187,252,256,42,0.4340932651994019,0.002482316495865972,0.4515614543393791,0.0025863200817924136,353.5339466746673,99.99943068598628,0.08
188,188,253,257,43,0.4660590925116022,0.002482316495865972,0.4812117136065121,0.0025863200817924136,424.0822066606662,99.99943068598628,0.08
189,189,254,258,44,0.4797423876845167,0.002482316495865972,0.49645203051510794,0.0025863200817924136,494.63040668066697,99.99943068598628,0.08
190,190,255,259,45,0.49247182529124894,0.002482316495865972,0.5103138331346027,0.0025863200817924136,565.1786666666676,99.99943068598628,0.08
191,191,256,260,46,0.4978939904876365,0.002482316495865972,0.5176677237745859,0.0025863200817924136,640.1361666666662,99.99943068598628,0.08
192,192,257,261,47,0.5036985243909952,0.002482316495865972,0.5293953014088153,0.0025863200817924136,715.0936666666665,99.99943068598628,0.08
193,193,258,262,48,0.5137069515744941,0.002482316495865972,0.5258285827990085,0.0025863200817924136,790.0511666666672,99.99943068598628,0.08
194,194,259,263,49,0.512138748399425,0.002482316495865972,0.5314569491363458,0.0025863200817924136,865.0086666666675,99.99943068598628,0.08
195,195,260,264,50,0.5145027503024219,0.002482316495865972,0.5313680419956205,0.0025863200817924136,939.9661666666659,99.99943068598628,0.08
196,196,261,265,51,0.5198728189911758,0.002482316495865972,0.52770243687215,0.0025863200817924136,1014.9236666666666,99.99943068598628,0.08
197,197,262,266,52,0.5185768937899653,0.002482316495865972,0.5388067573055814,0.0025863200817924136,1089.881166666667,99.99943068598628,0.08
198,198,263,267,53,0.5189523818261169,0.002482316495865972,0.5351352552799199,0.0025863200817924136,1164.8386666666675,99.99943068598628,0.08
199,199,264,268,54,0.5221853141583236,0.002482316495865972,0.5409241987999955,0.0025863200817924136,1239.796166666666,99.99943068598628,0.08
200,200,265,269,55,0.5192952358235245,0.002482316495865972,0.5447676182049164,0.0025863200817924136,1314.7536666666665,99.99943068598628,0.08
201,201,266,270,56,0.5260215830261059,0.002482316495865972,0.5352971932862407,0.0025863200817924136,1389.711166666667,99.99943068598628,0.08
202,202,267,271,57,0.5218363658524758,0.002482316495865972,0.54326254732264,0.0025863200817924136,1464.6686666666674,99.99943068598628,0.08
203,203,268,272,58,0.5220543848221576,0.002482316495865972,0.5437052685948226,0.0025863200817924136,1539.626166666666,99.99943068598628,0.08
