,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
167,167,167,167,0.451341411441,0.00943492755493,0.440503006339,0.00418833317511,374.8744,10.0,0.3,0.451310783762
168,168,168,168,0.455239728018,0.00943492755493,0.459139319296,0.00418833317511,381.9095,10.0,0.3,0.451356522749
169,169,169,169,0.453073167897,0.00943492755493,0.441315388481,0.00418833317511,388.9447,10.0,0.3,0.451413493372
170,170,170,170,0.450628329556,0.00943492755493,0.442936113073,0.00418833317511,395.9799,10.0,0.3,0.451469399008
171,171,171,171,0.454291083086,0.00943492755493,0.458892292105,0.00418833317511,403.0151,10.0,0.3,0.451512533148
172,172,172,172,0.439145793379,0.00943492755493,0.445701080537,0.00418833317511,410.0503,10.0,0.3,0.45153693599
173,173,173,173,0.450167567463,0.00943492755493,0.444795987454,0.00418833317511,417.0854,10.0,0.3,0.451544687007
174,174,174,174,0.447757598652,0.00943492755493,0.43540370262,0.00418833317511,424.1206,10.0,0.3,0.451544484994
175,175,175,175,0.455325739525,0.00943492755493,0.457870855882,0.00418833317511,431.1558,10.0,0.3,0.451547445507
176,176,176,176,0.440275081847,0.00943492755493,0.431037199104,0.00418833317511,438.1909,10.0,0.3,0.451562061689
177,177,177,177,0.443143681835,0.00943492755493,0.439685372597,0.00418833317511,445.2261,10.0,0.3,0.451590645583
178,178,178,178,0.45380707464,0.00943492755493,0.4513960369,0.00418833317511,452.2613,10.0,0.3,0.451628726282
179,179,179,179,0.443813079948,0.00943492755493,0.441165717878,0.00418833317511,459.2965,10.0,0.3,0.451667459693
180,180,180,180,0.444566455512,0.00943492755493,0.447584789104,0.00418833317511,466.3317,10.0,0.3,0.451697840846
181,181,181,181,0.453537126363,0.00943492755493,0.452520889249,0.00418833317511,473.3668,10.0,0.3,0.451714734915
182,182,182,182,0.441475755991,0.00943492755493,0.431671228826,0.00418833317511,480.402,10.0,0.3,0.451718953186
183,183,183,183,0.44806677515,0.00943492755493,0.451604888997,0.00418833317511,487.4372,10.0,0.3,0.4517165705
184,184,184,184,0.448540710176,0.00943492755493,0.449785209555,0.00418833317511,494.4724,10.0,0.3,0.451715949755
185,185,185,185,0.449722593518,0.00943492755493,0.449361041853,0.00418833317511,501.5075,10.0,0.3,0.45172390722
186,186,186,186,0.44104395498,0.00943492755493,0.457114221495,0.00418833317511,508.5427,10.0,0.3,0.451742774069
187,187,187,187,0.4663815114,0.00943492755493,0.458763829887,0.00418833317511,515.5779,10.0,0.3,0.451769625069
188,188,188,188,0.450898665272,0.00943492755493,0.447806568217,0.00418833317511,522.613,10.0,0.3,0.451797866132
189,189,189,189,0.451060421146,0.00943492755493,0.449006154875,0.00418833317511,529.6483,10.0,0.3,0.451820406673
190,190,190,190,0.457375099281,0.00943492755493,0.45447165671,0.00418833317511,536.6834,10.0,0.3,0.451832831786
191,191,191,191,0.451210941284,0.00943492755493,0.452152267318,0.00418833317511,543.7186,10.0,0.3,0.451835283059
192,192,192,192,0.456049572848,0.00943492755493,0.457558587659,0.00418833317511,550.7538,10.0,0.3,0.451832154104
193,193,193,193,0.451042986382,0.00943492755493,0.458172822889,0.00418833317511,557.7889,10.0,0.3,0.451829932388
194,194,194,194,0.445287770481,0.00943492755493,0.446003047544,0.00418833317511,564.8241,10.0,0.3,0.451834186926
195,195,195,195,0.454603843397,0.00943492755493,0.457776529064,0.00418833317511,571.8593,10.0,0.3,0.451847146023
196,196,196,196,0.45086466748,0.00943492755493,0.452777813686,0.00418833317511,578.8945,10.0,0.3,0.451866855251
197,197,197,197,0.442702872862,0.00943492755493,0.448817097271,0.00418833317511,585.9296,10.0,0.3,0.451888262229
198,198,198,198,0.451807500823,0.00943492755493,0.450583452774,0.00418833317511,592.9648,10.0,0.3,0.451905650784
199,199,199,199,0.455141899614,0.00943492755493,0.444937376688,0.00418833317511,600.0,10.0,0.3,0.451915225275
200,200,0,0,0.454800087471,0.00304001531654,0.44962588745,0.00726592150579,-800.0,20.0,0.3,0.45148005393
201,201,1,1,0.450811393953,0.00304001531654,0.443770098686,0.00726592150579,-792.9648,20.0,0.3,0.451467730496
202,202,2,2,0.446857397403,0.00304001531654,0.441346248158,0.00726592150579,-785.9296,20.0,0.3,0.451437077709
203,203,3,3,0.457074828499,0.00304001531654,0.450752846763,0.00726592150579,-778.8945,20.0,0.3,0.451394435635
204,204,4,4,0.446256469235,0.00304001531654,0.443622165094,0.00726592150579,-771.8593,20.0,0.3,0.45135170754
205,205,5,5,0.448731714033,0.00304001531654,0.44006610795,0.00726592150579,-764.8241,20.0,0.3,0.451321053561
206,206,6,6,0.451758805854,0.00304001531654,0.450086035594,0.00726592150579,-757.7889,20.0,0.3,0.451309203044
207,207,7,7,0.447515959472,0.00304001531654,0.44031252939,0.00726592150579,-750.7538,20.0,0.3,0.451314113352
208,208,8,8,0.45966077315,0.00304001531654,0.456141221887,0.00726592150579,-743.7186,20.0,0.3,0.451325613213
209,209,9,9,0.443354850205,0.00304001531654,0.446483156358,0.00726592150579,-736.6834,20.0,0.3,0.451329783177
210,210,10,10,0.464371202488,0.00304001531654,0.457298655923,0.00726592150579,-729.6483,20.0,0.3,0.451315298495
211,211,11,11,0.449859025342,0.00304001531654,0.447642406769,0.00726592150579,-722.613,20.0,0.3,0.451278765773
212,212,12,12,0.441878819785,0.00304001531654,0.450854361902,0.00726592150579,-715.5779,20.0,0.3,0.451226614155
213,213,13,13,0.457857211122,0.00304001531654,0.458820373907,0.00726592150579,-708.5427,20.0,0.3,0.451172413987
214,214,14,14,0.451821688035,0.00304001531654,0.442667559516,0.00726592150579,-701.5075,20.0,0.3,0.451130887769
215,215,15,15,0.436985672517,0.00304001531654,0.440103040893,0.00726592150579,-694.4724,20.0,0.3,0.451111054433
216,216,16,16,0.450423409925,0.00304001531654,0.454712542629,0.00726592150579,-687.4372,20.0,0.3,0.451111809554
217,217,17,17,0.452401331508,0.00304001531654,0.451824507571,0.00726592150579,-680.402,20.0,0.3,0.451122005172
218,218,18,18,0.450129311811,0.00304001531654,0.448331821706,0.00726592150579,-673.3668,20.0,0.3,0.45112519703
219,219,19,19,0.456665462586,0.00304001531654,0.444443569894,0.00726592150579,-666.3317,20.0,0.3,0.45110704494
220,220,20,20,0.466005847622,0.00304001531654,0.45686070791,0.00726592150579,-659.2965,20.0,0.3,0.451062032193
221,221,21,21,0.452471308588,0.00304001531654,0.453104647779,0.00726592150579,-652.2613,20.0,0.3,0.450996350896
222,222,22,22,0.447099401469,0.00304001531654,0.437619451834,0.00726592150579,-645.2261,20.0,0.3,0.450925500923
223,223,23,23,0.475027739757,0.00304001531654,0.462695305641,0.00726592150579,-638.191,20.0,0.3,0.450867452181
224,224,24,24,0.447767099434,0.00304001531654,0.446101515946,0.00726592150579,-631.1558,20.0,0.3,0.450834350547
225,225,25,25,0.447397484389,0.00304001531654,0.449093689795,0.00726592150579,-624.1206,20.0,0.3,0.450826628442
226,226,26,26,0.44819959666,0.00304001531654,0.447255922692,0.00726592150579,-617.0854,20.0,0.3,0.450832209724
227,227,27,27,0.460155180653,0.00304001531654,0.4507980543,0.00726592150579,-610.0502,20.0,0.3,0.450831514425
228,228,28,28,0.452002462156,0.00304001531654,0.437051733971,0.00726592150579,-603.0151,20.0,0.3,0.450806143997
229,229,29,29,0.456731163288,0.00304001531654,0.451427327068,0.00726592150579,-595.9799,20.0,0.3,0.450747404089
230,230,30,30,0.449735010407,0.00304001531654,0.454089526261,0.00726592150579,-588.9447,20.0,0.3,0.450660684834
